GEOID,FInStrength,Econ_Inequ,Educ_Attain,Mean_Age,Mean_Risk,CAN_per10000,distance2FB,dist2SNAPretail,evic_rate1000
3.5001E+11,69.70437616,172.4882164,23.91839438,4.452381,3.238095,1453.287197,474.316023,570.7411959,52.67629567
3.5001E+11,76.55804565,151.3633562,71.92484692,6.129032,3.16129,1751.412429,472.091524,638.9149285,43.03086997
3.5001E+11,88.10902117,143.7215245,106.5719388,2.666667,3,983.6065574,494.705728,384.4286527,43.39963834
3.5001E+11,136.454856,82.45660952,119.5996776,7,2,500,339.675758,383.8942318,3.076923077
3.5001E+11,105.2227005,72.52110879,115.9509417,6.6,2.8,862.0689655,776.45246,428.8620554,2.732240437
3.5001E+11,93.46371338,91.18363472,86.59306145,6.375,3.125,170.9401709,1569.212044,603.6666778,1.4781966
3.5001E+11,82.32977309,107.3600782,47.94691357,6.357143,2.714286,398.8603989,1789.58514,942.737284,3.465003465
3.5001E+11,101.784753,82.06517527,101.4943228,7.318182,3.045455,424.7104247,4263.844303,598.6370955,0.788643533
3.5001E+11,98.72944926,109.9186487,103.3911014,4.52,3.16,490.1960784,5085.216195,624.1562698,0
3.5001E+11,86.69854075,77.59625509,88.69209378,4.857143,2.571429,1000,2367.662569,374.5631258,7.923930269
3.5001E+11,110.8350122,78.67282536,113.2126654,4.5,3.5,264.9006623,1384.513503,647.8988897,0
3.5001E+11,100.8961431,94.18907225,91.02872083,6.714286,2.428571,245.1838879,2461.564175,570.121623,4.083716182
3.5001E+11,122.0802694,80.60299008,118.4277091,0,0,0,0,1108.147785,6.188118812
3.5001E+11,106.3764967,103.8204538,111.3962115,4.794118,2.529412,906.6666667,1796.616752,517.7674228,12.66551526
3.5001E+11,85.98758203,132.6997593,96.83481243,5.166667,2.888889,642.8571429,2064.383416,517.9264093,34.65703971
3.5001E+11,120.0916023,80.27885096,114.3159784,5.933333,3.4,333.3333333,1722.603081,518.6021013,5.309734513
3.5001E+11,109.466304,87.76999897,120.1139101,7,2.666667,169.4915254,3234.938641,704.9102309,0.768049155
3.5001E+11,120.6475559,82.22886194,119.8539788,6.25,2.5,239.5209581,2915.844236,549.3455872,6.306306306
3.5001E+11,115.3812657,80.22966626,119.6605158,6.5,2.928571,4117.647059,1794.708376,615.121457,4.301075269
3.5001E+11,106.60354,90.26542316,89.20068591,0,0,0,895.425931,575.8535019,1.044932079
3.5001E+11,143.8023987,74.97423445,119.0629364,1,4,270.2702703,761.536096,854.6644904,0
3.5001E+11,127.2882469,81.27711111,118.4758344,0,0,0,1117.811144,800.8956316,0
3.5001E+11,122.7561219,85.27071251,122.061284,10,2,70.92198582,751.737958,692.4259646,3.32594235
3.5001E+11,93.79318539,95.48008873,117.8504936,3,3,2777.777778,1005.453139,498.1693266,16.22718053
3.5001E+11,118.8195791,111.096806,114.8958633,11.666667,3.666667,150,823.466357,526.4243117,4.385964912
3.5001E+11,91.3616095,118.728196,88.37270865,5.292683,3.243902,868.6440678,732.255722,611.2579856,22.54226675
3.5001E+11,91.09036081,123.1545357,100.0506448,5.772727,2.727273,282.4133504,812.037389,549.9545804,15.67055394
3.5001E+11,79.37689251,111.764467,79.05139218,7.785714,2.642857,645.1612903,394.954431,487.0075796,8.303677343
3.5001E+11,83.9598398,103.5772929,32.24436032,7,3,615.3846154,982.564489,795.0677391,4.491017964
3.5001E+11,79.8166964,115.5775012,73.49731368,3.5,2,212.7659574,483.862906,595.8775108,9.463722397
3.5001E+11,105.6543969,90.03226981,116.9289773,7.263158,2.789474,1366.906475,3181.768978,403.8261491,3.685503686
3.5001E+11,87.83615415,104.9728439,81.88193241,4.909091,2.681818,544.5544554,867.202904,602.4686731,3.904071389
3.5001E+11,85.77221868,98.62179267,74.34769524,6.652174,2.76087,445.3049371,1570.725474,654.5039826,3.39673913
3.5001E+11,92.70574566,126.2788277,81.82865179,6.608696,2.913043,1949.152542,773.519507,602.7080866,16.28222524
3.5001E+11,86.14846864,124.6470107,88.48645233,9.6,2.4,427.3504274,764.039136,211.7607981,22.86902287
3.5001E+11,81.38383978,159.078187,95.74157607,6.4,2.5,746.2686567,612.84559,674.8557929,20.43010753
3.5001E+11,100.3900051,147.141332,111.8535708,3.4,2.3,1369.863014,1234.411871,470.3937447,27.26543705
3.5001E+11,138.7175343,73.12078861,113.4453026,15,4,84.74576271,1121.667529,525.8940472,0
3.5001E+11,123.3790023,99.98695921,121.2605205,10,2.666667,461.5384615,1209.513043,369.4204356,0
3.5001E+11,104.149418,110.1802251,118.1357488,5.333333,2.166667,1621.621622,1472.061622,662.2125795,16.85393258
3.5001E+11,80.26028225,181.3777874,102.4004185,3.75,2.125,4210.526316,1018.626476,508.756266,26.31578947
3.5001E+11,144.365775,88.52576812,122.061284,0,0,0,1346.199609,524.4551462,0
3.5001E+11,130.4962589,97.43257336,116.2085662,4,3,250,1090.286125,669.1891143,1.776198934
3.5001E+11,91.97092326,123.925223,103.5664249,5.727273,2.636364,1506.849315,611.499018,568.89335,36.07666291
3.5001E+11,85.408703,135.7935976,98.22641062,5.428571,2.542857,888.3248731,616.245499,508.7560241,12.09677419
3.5001E+11,95.38457907,141.7785203,104.8696509,7.909091,2.545455,932.2033898,578.842148,539.7546316,33.67003367
3.5001E+11,106.7915237,125.0870188,108.1552007,7.777778,3,1384.615385,852.639155,431.552682,17.9007323
3.5001E+11,97.56352836,125.3066002,86.46862385,4.9,2.3,1694.915254,793.810862,535.6542495,36.46833013
3.5001E+11,90.77164657,99.9294134,75.88300282,6.175,2.85,354.6099291,1111.108812,476.3050677,0.569151964
3.5001E+11,119.8373956,87.11732775,118.7894775,7.772727,2.954545,714.2857143,6021.50288,781.8494855,9.262216544
3.5001E+11,105.6396959,88.196427,113.8289651,5.6,2.733333,266.6666667,6129.355406,579.8901073,3.475670308
3.5001E+11,97.69619637,89.10082388,88.64088569,3.444444,2.777778,200.8928571,6127.202042,748.6945262,1.504890895
3.5001E+11,107.1075768,84.26037502,116.6714288,7.1,3.5,235.2941176,1293.23237,692.6533038,5.094243505
3.5001E+11,135.1974023,87.00313717,117.4084355,0,0,0,0,656.9953989,0
3.5001E+11,80.25151966,120.0842749,87.33366286,6.652174,2.826087,542.4528302,1056.407901,520.395442,7.224563516
3.5001E+11,91.62708115,94.25781735,100.5379102,6.313725,2.960784,411.2903226,648.634651,538.5164108,5.909797823
3.5001E+11,92.78546794,110.8536757,98.35174741,7.583333,3.041667,661.1570248,1083.333194,581.8358595,2.369668246
3.5001E+11,103.2309149,103.7922516,105.6900876,5.37037,2.925926,868.1672026,1374.144658,521.6545007,5.144694534
3.5001E+11,93.06019574,95.9841019,106.0490114,4.944444,2.5,258.2496413,763.772444,505.6051744,2.168256722
3.5001E+11,83.08805354,111.638979,98.29746933,5.837838,2.513514,1262.798635,917.1994,547.3759062,6.102877071
3.5001E+11,77.98613186,121.9192433,57.10868895,4.631579,3.315789,469.1358025,772.518816,557.117981,5.50747443
3.5001E+11,132.9145143,80.35063614,122.061284,7,2,22.52252252,4598.675246,489.3731433,0.77579519
3.5001E+11,130.1458456,70.48177131,118.4098313,5,3,105.0788091,4091.340973,635.8287531,1.413094677
3.5001E+11,123.5911897,69.70735221,119.5658022,3.8,2,282.4858757,5735.094996,589.9749729,0.794281176
3.5001E+11,117.3528217,78.76193742,117.7274993,9.090909,2.545455,272.2772277,5694.06047,728.3870688,0
3.5001E+11,107.7419015,91.54402377,117.8656373,6.615385,2.692308,241.187384,2121.774679,578.3256299,0
3.5001E+11,107.3674664,87.45692955,119.0637135,3.4,2.8,119.047619,1546.698332,268.5366688,1.601281025
3.5001E+11,86.79138027,116.7576293,68.32659094,6.564103,2.974359,1392.857143,715.577785,488.3448111,7.836990596
3.5001E+11,88.06593585,114.9650695,113.5579246,8.6,2.4,787.4015748,1022.432919,644.4094126,10.20408163
3.5001E+11,101.1298537,108.7691244,110.7449991,1.666667,2.666667,521.7391304,1176.078778,612.8088807,3.913894325
3.5001E+11,89.16861954,139.2561846,62.95148151,3.25,3.375,898.8764045,534.876361,622.9593719,16.60516605
3.5001E+11,96.50492724,87.45222812,105.2533015,4.333333,2,161.2903226,727.8303,653.9986252,6.75024108
3.5001E+11,108.5177243,106.7362861,121.3776607,5.285714,2.571429,3181.818182,978.535624,590.2243844,20.25316456
3.5001E+11,113.002746,101.5133099,119.5348097,10,3,112.3595506,932.486895,537.086957,6.944444444
3.5001E+11,103.2603548,92.39717537,115.9447782,7.615385,3.153846,695.1871658,879.82118,652.8356817,4.450095359
3.5001E+11,80.47454319,135.2802502,76.37423174,6.47619,2.571429,666.6666667,896.260063,434.1019731,6.661115737
3.5001E+11,97.14617805,88.88377846,93.38384571,1.5,2.3,328.9473684,1090.436223,896.7332816,3.305785124
3.5001E+11,78.85484234,104.6973144,56.08270606,4.833333,2.666667,163.4877384,9096.49068,454.5598839,38.48466627
3.5001E+11,92.26543912,96.10369231,85.49856838,8.125,2.583333,564.7058824,4469.135171,534.2720579,0.540248514
3.5001E+11,119.1477316,73.50533622,117.3419657,6.625,2.25,150.3759398,16767.00353,692.8548159,1.231527094
3.5001E+11,111.0661978,77.1396091,112.7237843,5.2,3,257.7319588,4321.261394,612.7421475,2.202643172
3.5001E+11,96.75325846,130.7552766,111.656514,6,3,352.1126761,1318.086741,474.1225074,6.220839813
3.5001E+11,89.78462285,84.3044897,78.04517396,9.777778,2.833333,526.3157895,583.42091,581.7406548,2.394253791
3.5001E+11,110.8615551,86.26250834,119.0310594,6.9,2.8,2777.777778,4895.930901,517.3404619,8.281573499
3.5001E+11,100.644347,90.71785149,114.3729806,8.4,2.35,529.1005291,2333.080438,806.1049404,1.066666667
3.5001E+11,111.3931938,86.38764596,109.8154332,9.125,2.375,503.1446541,1399.930215,656.2478252,3.944773176
3.5001E+11,107.5397817,76.43926495,114.0183552,9.5,3,342.8571429,4424.711222,467.2351927,0.479386385
3.5001E+11,114.8323586,70.22985899,116.3830721,10.5,2.5,54.49591281,2746.127333,434.9804887,0
3.5001E+11,142.4813097,72.19822709,122.061284,0,3,52.63157895,5546.21041,656.300557,0
3.5001E+11,105.5587012,103.2432791,116.9054744,5.2,2.3,243.902439,1685.453113,489.8919815,6.090133983
3.5001E+11,135.1052646,76.34500969,111.0479198,7.333333,3.666667,147.0588235,1112.708604,529.6298117,4.169562196
3.5001E+11,98.37918311,103.1665113,111.8789356,8.108108,2.594595,1567.79661,1094.531998,490.3412652,6.18556701
3.5001E+11,88.17624231,134.102484,96.34996457,6.857143,2.714286,899.7429306,975.484048,325.1363612,14.23785595
3.5001E+11,90.54126225,98.86527408,108.3348247,7,3.333333,106.0070671,1214.434072,508.2358282,0
3.5001E+11,133.6635582,89.19501664,117.3014187,4.5,2.5,120.8459215,2060.739028,580.3659986,0.430848772
3.5001E+11,106.3672019,95.62785235,102.568741,5.583333,2.5,616.966581,1286.640963,610.6234078,6.094182825
3.5001E+11,133.8955072,76.89343334,116.7722982,5,3,43.29004329,930.402601,480.3103281,1.782531194
3.5001E+11,143.0183215,115.1667588,122.061284,10.666667,2.666667,384.6153846,1880.101162,493.3637262,2.898550725
3.5001E+11,138.0868122,86.19034971,117.7145841,5,3,51.02040816,2435.885679,817.8956176,0
3.5001E+11,122.958392,81.1995963,115.1043552,5.4,3.2,55.92841163,5809.68603,552.99135,1.050420168
3.5001E+11,92.69864504,102.7375177,107.3089241,6.92,2.52,479.8464491,4990.30655,359.0187726,28.39756592
3.5001E+11,104.1377522,98.92789918,117.1569659,4.058824,2.411765,246.7343977,4923.740163,491.1926268,21.14427861
3.5001E+11,80.07727182,142.9161201,94.33490015,5.652174,3,1513.157895,492.309991,563.0578997,75.87433314
3.5001E+11,109.8359539,78.99147538,118.749083,7.5,3.5,120.4819277,3847.485542,467.5321629,0
3.5001E+11,93.67957365,100.8588093,110.9653992,6,3.6,267.3796791,981.7106,472.2191999,3.603603604
3.5001E+11,105.950528,94.28959257,104.3226157,7.285714,3.571429,526.3157895,6401.172128,778.5302574,3.683241252
3.5001E+11,110.5905717,98.74189483,113.9835914,4.793103,3.103448,20714.28571,480.653196,513.4526254,4.87804878
3.5001E+11,105.7455323,102.600027,111.3630712,6.857143,3.428571,242.2145329,1697.61915,406.8340692,1.703577513
3.5001E+11,83.00612893,150.9658004,89.55849171,5.148936,2.574468,898.6615679,1200.383025,491.2739691,27.18832891
3.5001E+11,72.85255958,167.3803806,72.86324355,5.448276,3.206897,4264.705882,256.324413,276.3707482,107.8838174
3.5001E+11,81.09842372,131.6396187,75.1496419,5.892857,2.714286,627.8026906,380.304141,355.1884102,57.99256506
3.5001E+11,168.3395335,73.10962769,117.4719132,4.5,2.5,80.97165992,4880.806326,726.2869676,0
3.5001E+11,101.6825893,76.40353153,114.581547,5.333333,2.333333,365.8536585,4824.274801,596.1010026,0
3.5001E+11,132.0429793,85.95788136,122.061284,5,4,238.0952381,1176.041561,552.3369956,1.152073733
3.5001E+11,86.9532415,111.6660771,114.2663779,6.513514,2.675676,986.6666667,1853.475478,606.8154948,36.43724696
3.5001E+11,106.5602164,84.33954347,116.393867,11.6875,3.875,1758.241758,969.979624,605.1298652,9.36329588
3.5001E+11,97.13137984,112.9256173,100.2557226,5.214286,3.214286,651.1627907,1273.596531,590.9126934,10.9223301
3.5001E+11,97.49713717,98.84715657,105.4003887,7,2.75,796.812749,892.140824,552.99855,1.713796058
3.5001E+11,84.66574372,122.9599495,96.03192273,4.5,2.125,197.5308642,857.827475,504.5001556,8.771929825
3.5001E+11,90.1785041,103.4388388,92.75791465,5.333333,2.904762,295.3586498,848.032113,701.9151414,8.095440988
3.5001E+11,98.28760321,93.33557485,110.2636695,5.6,2.95,613.4969325,1130.362411,639.6379472,4.830917874
3.5001E+11,72.06768805,132.5941034,73.73811226,6.071429,2.892857,934.8914858,1714.159295,753.8407137,36.69724771
3.5001E+11,70.32159041,138.5359441,75.61213238,4.571429,3.428571,2500,1110.115419,707.7792566,0
3.5001E+11,103.6628954,102.495012,107.1031964,5.478261,3.086957,680.4733728,2119.909193,624.8065021,9.702457956
3.5001E+11,104.3527135,86.93800008,109.7554514,4.526316,2.631579,753.968254,2499.542134,536.0148874,2.087682672
3.5001E+11,82.16719672,103.8523745,94.39490354,6.483871,3.419355,662.3931624,1625.251271,557.8790194,8.989726027
3.5001E+11,83.93091184,157.7258015,78.32715467,6.451613,2.645161,627.5303644,309.104935,328.63632,42.15976331
3.5001E+11,84.66897891,96.7477403,94.37155551,6.961538,3.230769,1313.131313,787.484056,534.6468016,3.273322422
3.5001E+11,152.7740011,69.74051822,122.061284,0,0,0,4702.835238,762.4815972,0
3.5001E+11,153.9312873,71.17105438,119.5604914,12,1,24.75247525,5941.610657,592.9147698,0
3.5001E+11,95.45872539,136.7928356,107.0849458,4.617021,2.893617,10217.3913,1086.827175,690.2371456,102.0408163
3.5001E+11,96.35927205,116.7447555,114.7455388,5.769231,2.916667,1130.434783,1196.632802,802.3935473,37.30738037
3.5001E+11,95.72963838,92.98241407,99.44598094,7.307692,3,955.8823529,13768.50135,633.3282292,17.9584121
3.5001E+11,95.04159981,82.57174478,122.061284,7.071429,2.357143,424.2424242,1036.082608,502.7424752,3.267973856
3.5001E+11,105.5794911,98.40008062,114.9964911,0,3,42.55319149,5970.78518,538.5489365,0
3.5001E+11,79.13265477,141.2048526,75.12222502,5.666667,3.162791,1315.789474,883.025979,942.9804501,35.71428571
3.5001E+11,126.8890218,73.64910278,113.4038909,11,2.666667,50.33557047,15736.24818,588.4191699,0.660501982
3.5001E+11,127.9419761,86.18004509,115.5051127,4.8,3.6,153.8461538,6042.587149,748.2532036,0
3.5001E+11,112.6431506,96.1724873,114.6599571,4.689655,2.793103,1883.116883,1678.13683,621.0322038,12.75510204
3.5001E+11,124.9850073,76.08958801,114.2458784,3.5,1.5,476.1904762,21964.94139,693.7594279,2.392344498
3.5001E+11,114.5162657,90.27735065,107.5984442,6.777778,3,687.0229008,4058.298921,716.3293201,3.667481663
3.5001E+11,105.2860791,93.6124169,119.7652766,4.2,3.2,2272.727273,1283.102787,312.746633,11.00412655
3.5001E+11,98.70543918,89.92014176,117.185303,7.055556,2.444444,399.113082,2486.711668,796.7981038,10.23308698
3.5001E+11,118.0524907,83.7135461,119.3088423,8.6,2.266667,479.2332268,17785.06368,627.6587532,0
3.5001E+11,111.9452747,94.14828799,94.2364984,5.071429,2.785714,1296.296296,2495.227984,801.8525438,0
3.5001E+11,180.9387912,66.92831411,122.061284,2,4,46.08294931,2037.947928,710.4813202,1.251564456
3.5001E+11,168.6598691,73.84273163,120.7127222,17,2,23.69668246,1657.164817,705.4919408,0.611246944
3.5001E+11,115.3577762,79.25916067,122.061284,8.692308,2.615385,738.6363636,707.896664,498.924891,2.928257687
3.5001E+11,103.841352,98.78772503,97.23299401,7.619048,2.809524,440.2515723,1441.417499,549.8866959,3.745318352
3.5001E+11,82.02334093,126.436727,79.88507824,5.380282,2.732394,993.006993,855.25332,425.3140175,18.95943563
3.5001E+11,88.51490794,110.659619,82.60761292,8.375,2.8125,480.4804805,1575.294604,828.6972715,2.789400279
3.5001E+11,107.4222264,78.92421129,116.5357425,5.333333,2.666667,115.3846154,2325.745136,1011.885129,1.067235859
3.5001E+11,103.9938332,74.17073218,119.1224274,4,2.25,179.3721973,5183.7184,439.1749961,5.928853755
3.5001E+11,109.1115125,85.5197613,117.6222848,5.571429,3.285714,1308.411215,1300.095609,724.452968,5.46946217
3.5001E+11,87.98690798,115.5551004,108.7948019,6.666667,2.666667,622.1198157,1960.026473,372.7118963,16.77489177
3.5001E+11,150.14599,69.1665828,121.3679943,12,3,36.36363636,14572.04617,796.6370154,0.732064422
3.5001E+11,98.48757664,111.469859,102.1048687,5,2.4,914.6341463,1090.520296,430.1858791,20.25072324
3.5001E+11,109.6648297,86.63408421,116.88568,8,2,159.7444089,1701.736259,662.6771561,0.756429652
3.5001E+11,119.4132498,82.04010037,115.6703943,7.909091,2,298.102981,4594.885044,617.9978108,0.566251416
3.5001E+11,96.94357278,82.11868943,109.667049,5.789474,3.105263,994.7643979,1911.313944,549.9539664,1.066098081
3.5001E+11,103.0953661,81.7950688,106.3971531,9.375,2.6,400,25429.01161,580.6384295,0.461893764
3.5001E+11,75.20718762,124.9745515,98.88395939,3.571429,3.071429,663.507109,1106.037292,831.4996095,27.71362587
3.5001E+11,159.1530737,72.15499224,121.4738552,7.5,2,229.8850575,13953.95139,733.6235802,1.189060642
3.5001E+11,105.9906717,141.6468517,119.6426751,0,2.5,210.5263158,1393.943852,569.8275092,11.51832461
3.5001E+11,79.80833564,153.3102391,92.80404082,4.820513,2.74359,2736.842105,3593.521983,461.5571392,112.6033058
3.5001E+11,88.55427381,141.3346944,91.42132866,6.051948,2.831169,3262.711864,2978.882195,392.5287203,90.25270758
3.5001E+11,124.5141023,74.30303101,120.5008146,7.076923,3.153846,537.1900826,21226.62668,514.970467,0
3.5001E+11,119.0364073,86.69086542,114.52433,7.666667,2.5,209.0592334,756.416843,918.1020659,20.42553191
3.5001E+11,113.4727595,103.9393092,115.3919215,7.857143,2.714286,549.0196078,1408.68134,646.317967,1.255492781
3.5001E+11,91.7340337,85.59746354,103.1844436,8.285714,3.285714,813.9534884,699.633497,377.612336,1.945525292
3.5001E+11,80.10698079,105.437096,49.11212736,6.780488,2.833333,775.047259,1038.488048,614.1283021,0.956022945
3.5001E+11,100.3736949,93.41343647,116.299745,7,2.666667,365.8536585,1079.136369,690.0894037,6.896551724
3.5001E+11,99.77322497,84.50256193,122.061284,6.409091,2.909091,2018.348624,1059.521127,450.8159465,13.62088536
3.5001E+11,66.57162709,160.1783203,106.6479063,5.5,3.083333,1818.181818,1170.510899,549.2579056,88.05970149
3.5001E+11,79.59287398,123.300473,111.8179737,10,3,68.96551724,1198.307334,620.6704879,29.91944764
3.5001E+11,105.1476064,108.4306363,114.1125316,5.357143,2.785714,915.0326797,1197.438276,690.3283053,11.994003
3.5001E+11,103.646918,89.02829771,112.2669553,5.5,3.75,106.6666667,771.62249,367.5897743,0.742942051
3.5001E+11,101.1276391,87.79580859,97.50158236,12.2,4,344.8275862,967.72666,353.138644,0
3.5001E+11,93.0930821,99.04108118,111.7912526,5.375,2.75,1739.130435,1392.543417,613.8137548,14.61988304
3.5001E+11,104.4297846,91.84406098,112.4182913,8.3,2.6,462.962963,1183.378399,424.9567815,5.922165821
3.5001E+11,128.8422733,88.03953363,122.061284,2.75,3.25,220.9944751,1126.156232,883.9751957,3.685503686
3.5001E+11,120.5136181,73.94414605,122.061284,7.304348,2.565217,460,1840.438435,639.8305793,1.093693037
3.5001E+11,131.722704,87.74867708,120.2386277,4.294118,3.235294,562.9139073,2325.236542,541.1097785,5.534034311
3.5001E+11,100.2617954,100.7333035,101.5104772,6.9,2.65,401.6064257,1915.198282,507.2293796,4.897159647
3.5001E+11,91.16117468,109.9777623,105.3076098,6.322581,2.83871,633.9468303,2288.832494,622.3663051,24.43910256
3.5001E+11,102.3892865,94.30109892,118.8585577,6.333333,3.241379,271.9854941,1429.639724,383.6066156,9.110901665
3.5001E+11,102.6483075,82.06675832,113.107247,8.111111,2.777778,101.010101,2934.509249,573.2394103,2.6272578
3.5001E+11,115.0929408,85.01353305,114.9860718,8,3,50.76142132,1126.263238,533.4363536,1.630434783
3.5001E+11,86.65084694,153.8642282,58.8810743,5.2,2.925,2083.333333,923.95052,638.284168,42.88702929
3.5001E+11,152.1192125,67.06483764,110.265873,12,2.5,131.5789474,5634.456746,649.5412273,1.193317422
3.5001E+11,124.7247416,73.40359314,120.7351369,6.777778,2.444444,426.5402844,16614.17553,624.6397685,1.666666667
3.5001E+11,108.029057,79.37105467,116.5677609,0,0,0,1982.973948,360.7853306,0
