GEOID,FInStrength,Econ_Inequ,Educ_Attain,Mean_Age,Mean_Risk,CAN_per10000,distance2FB,dist2SNAPretail,evic_rate1000
3.5001E+11,111.8885941,102.875859,120.7980469,4.625,3.125,842.1052632,2449.47839,585.5758902,3.925417076
3.5001E+11,100.0447648,119.7986309,108.6818463,4.192308,3.038462,1101.694915,2037.015541,504.5973881,44.72477064
3.5001E+11,94.63710655,103.5114782,107.1096636,4.923077,2.769231,691.4893617,1895.672086,726.827612,29.9850075
3.5001E+11,94.63550098,106.6090682,108.7680124,6.130435,3.086957,1716.41791,1236.297625,800.6898554,50.31446541
3.5001E+11,93.00192966,104.7592924,118.8130741,6.166667,3.333333,1538.461538,1138.745702,955.0963449,28.79078695
3.5001E+11,95.49506668,91.9791924,104.155588,7.8125,2.6875,727.2727273,1655.638777,390.9794502,2.72479564
3.5001E+11,108.0963844,90.82851156,119.375318,8.4,3.3,285.7142857,1153.343059,774.624325,2.124645892
3.5001E+11,106.7755206,103.3922556,109.3552656,7.5,3.75,459.7701149,1099.126697,367.7177317,1.213592233
3.5001E+11,132.2364168,84.696963,121.1193761,7.8,2.6,1111.111111,1637.173004,491.453843,12.92407108
3.5001E+11,88.65625709,83.57393791,117.0923924,6.391304,2.73913,807.0175439,4468.417387,507.6886361,13.30008313
3.5001E+11,107.4014177,91.68467145,110.7616031,0,0,0,5563.692823,507.1594916,2.031144211
3.5001E+11,126.7851484,72.05398849,118.8813968,0.5,2.5,84.03361345,3967.10468,760.2642368,0
3.5001E+11,114.1230893,68.53034051,120.0639391,1,3.333333,139.5348837,4855.834776,334.5818337,0
3.5001E+11,96.87873781,107.9964581,102.5162924,5.814815,3.115385,681.8181818,3933.377573,696.7002765,10.76847773
3.5001E+11,111.6149919,98.74711989,122.061284,6.5,2.5,135.1351351,4495.693799,662.6913922,34.31763767
3.5001E+11,156.8301064,70.76611253,118.9198127,5,2,55.24861878,4469.433351,459.5437105,0
3.5001E+11,143.5677262,81.41950094,117.4496238,0,0,0,4275.638247,546.9236915,1.328021248
3.5001E+11,128.268586,80.5606713,117.5358605,16,2,50.50505051,3776.079243,521.292067,0
3.5001E+11,132.5223207,98.02648269,119.310687,0,0,0,4034.416304,514.4099057,1.588562351
3.5001E+11,141.9129114,79.63230532,122.061284,0,0,0,1546.587942,763.8774916,5.244755245
3.5001E+11,131.9144413,79.13813386,111.3201466,7,2,454.5454545,1333.533994,418.7475034,0
3.5001E+11,130.1859114,107.4380991,117.5089982,7,3.5,83.33333333,1547.518564,541.2483158,0
3.5001E+11,115.7457153,101.8016292,110.5876372,5.6,3.2,2238.80597,1100.872673,616.2406277,16.27670397
3.5001E+11,99.95365745,98.90842354,119.8201015,5.277778,3,684.4106464,1196.984168,504.4892575,11.73402868
3.5001E+11,131.6978891,70.70300136,118.6232169,0,0,0,1520.537153,569.3485345,0.875656743
3.5001E+11,124.3344999,103.2530767,110.4953513,10.333333,2.666667,86.45533141,1389.783284,726.872642,6.458557589
3.5001E+11,111.6783299,94.42607824,122.061284,13.5,2,212.7659574,1060.759777,446.9429121,16.81957187
3.5001E+11,126.185703,81.62773883,122.061284,7.5,2.5,72.20216606,1120.141903,459.1750202,1.652892562
3.5001E+11,76.47504496,174.7051828,65.31502414,4.4375,3.25,1739.130435,899.763369,555.1160257,27.64976959
3.5001E+11,100.9192145,104.4203333,110.8970497,5.133333,2.933333,681.8181818,870.073356,423.1586657,12.37432328
3.5001E+11,148.5226887,75.30895346,118.251766,8.6,4,159.2356688,3461.134819,500.1511797,0.715819613
3.5001E+11,124.1551707,102.2040481,113.1676372,4.666667,3,234.375,4324.517475,450.2073513,5.747126437
3.5001E+11,110.1323831,94.18169978,118.5891733,13,2,47.39336493,4162.308012,592.7032609,14.30842607
3.5001E+11,119.1918116,89.85780722,116.8120151,15,2.5,128.2051282,3483.555681,640.8260789,0
3.5001E+11,116.4706586,91.10381164,115.9203472,5,3.166667,387.0967742,3279.311462,508.7955711,31.99174407
3.5001E+11,134.0617109,75.55615261,122.061284,5.666667,2.333333,309.2783505,4568.672738,767.715436,0
3.5001E+11,150.1856521,64.31228217,119.5750339,11.333333,2.666667,62.63048017,5051.076072,684.2530954,0
3.5001E+11,166.7210622,68.64803426,122.061284,0,0,0,0,842.2890602,0
3.5001E+11,160.9799811,65.14468345,117.2079977,11.5,2.5,35.97122302,5511.539177,722.9575817,0.273597811
3.5001E+11,78.22443184,142.4630898,101.1821908,6.191667,2.89916,1030.042918,2111.757295,1056.311957,45.56105181
3.5001E+11,105.1401634,106.0840119,105.1957364,5.058824,2.882353,939.2265193,1250.563547,440.9299956,17.97175866
3.5001E+11,98.04373119,96.62956942,115.9057677,5.9,3.2,2000,1351.020682,504.5347258,22.55639098
3.5001E+11,90.32790199,106.4371911,112.0050868,10.636364,2.545455,924.3697479,1487.803608,697.2744744,5.167958656
3.5001E+11,83.54109086,141.5898369,77.0923276,6.277778,3.067416,1127.819549,677.436163,554.9154433,40.96100827
3.5001E+11,85.66665204,168.1119175,55.03827377,5.5,3.092308,1257.142857,701.957013,637.138004,33.89830508
3.5001E+11,83.02997505,129.9777867,66.41757965,7.441176,3.235294,1328.125,634.051989,779.4646089,30.82851638
3.5001E+11,79.65236708,138.7539168,62.74652122,5.371429,2.771429,974.9303621,442.868871,620.7429121,61.95286195
3.5001E+11,68.51515747,121.5339475,49.44661459,5.714286,3.142857,786.5168539,812.79795,539.4992036,33.51206434
3.5001E+11,96.82852414,113.1325679,106.9048089,9.125,2.75,449.4382022,1113.237908,667.5263709,4.854368932
3.5001E+11,89.63353586,104.405013,112.2603063,10.25,3,200,1277.477827,679.2232194,4.022526146
3.5001E+11,104.4066927,78.79904807,110.8454695,6.632653,2.55102,1713.286713,810.053429,421.537238,13.42673672
3.5001E+11,94.54282639,109.322005,100.4753205,5.764706,3.411765,2786.885246,1123.832727,1213.397462,6.825938567
3.5001E+11,88.96663116,113.5296701,114.4386066,5,3.466667,612.244898,1400.713605,541.6872149,3.264417845
3.5001E+11,84.95485767,104.7955128,76.89878092,4.96,2.52,902.5270758,1547.623507,502.5579151,19.53125
3.5001E+11,78.89825456,111.2288295,73.43501503,7.133333,3.133333,259.7402597,1252.59181,537.9649878,16.01758794
3.5001E+11,96.56820959,98.63930603,97.99351186,6.411765,3.032258,441.5584416,745.21954,653.574833,8.990318119
3.5001E+11,101.9516184,89.66680893,116.4600407,9,2.3,308.6419753,1167.26216,642.1263874,8.765522279
3.5001E+11,123.1124023,73.07935032,120.9802757,5,2.5,51.67958656,16275.34089,588.8073172,0.910746812
3.5001E+11,109.2504723,84.41641542,102.8955331,6,3.142857,648.1481481,23593.99584,707.0148625,0.675675676
3.5001E+11,104.4112819,93.20365391,103.6419265,5.214286,2.285714,965.5172414,3581.876962,621.022169,0
3.5001E+11,80.57439575,116.7007091,53.41181972,5.73913,2.913043,338.2352941,2981.732718,601.848974,0.833333333
3.5001E+11,100.3530935,96.26801455,88.54996918,6.052632,2.631579,1484.375,1748.377544,602.601378,7.331378299
3.5001E+11,162.1009547,63.16335147,122.061284,9.2,4,225.2252252,2456.980542,727.612676,0.807102502
3.5001E+11,145.4666717,71.603983,116.2352329,5.125,3,134.6801347,2126.320739,942.219321,0.780335544
3.5001E+11,111.3453669,83.46280084,115.1136985,9,2.619048,410.9589041,8896.192474,559.695471,4.86420754
3.5001E+11,120.9139348,115.9426647,99.97913109,12,3,37.87878788,8927.230197,579.2803508,6.354249404
3.5001E+11,93.02046252,111.9274698,104.5466999,6.898305,3.135593,1029.668412,1308.595638,471.5524502,19.20307249
3.5001E+11,101.8368541,110.7748066,108.7525162,6.95082,3.016393,1358.57461,937.937199,754.7888458,24.21524664
3.5001E+11,82.98786831,97.75478489,94.43832874,6.466667,2.893333,1461.988304,1087.17661,600.6707587,57.54088431
3.5001E+11,91.07292133,85.52696857,120.842518,8,2.521739,13529.41176,1106.850825,327.4688074,12.28070175
3.5001E+11,92.28730071,133.3850171,104.566067,7.954545,3.5,178.5714286,973.79665,614.50953,16.83899557
3.5001E+11,97.75997009,103.6843626,114.1219692,5.8,2.6,2205.882353,2019.124987,592.7465491,8.557457213
3.5001E+11,89.29194531,122.7362672,84.65012084,5.416667,2.583333,550.4587156,1799.789703,801.5293386,19.67213115
3.5001E+11,92.95673948,114.0863683,78.83030368,7.242424,2.939394,510.0463679,1650.093776,660.4867194,6.153846154
3.5001E+11,92.78314212,100.8469956,72.1122347,6.813953,2.883721,911.0169492,1224.247842,697.4405144,1.891252955
3.5001E+11,85.25168976,93.7533573,75.47768866,6.608696,3.565217,1173.469388,768.204813,720.1242444,3.571428571
3.5001E+11,92.02806267,108.2099385,93.63173302,5.846154,3.153846,396.3414634,1370.806553,642.830418,1.529051988
3.5001E+11,100.1685516,96.88817859,87.07799388,1.5,3,60.06006006,1233.688808,478.5414053,3.317535545
3.5001E+11,80.43974821,108.8678369,44.74850588,5.708333,2.791667,720.7207207,2049.164027,683.3885139,4.081632653
3.5001E+11,92.68576116,112.4598712,78.29706998,6.064516,3.129032,720.9302326,1922.622331,979.317483,6.693440428
3.5001E+11,84.08136767,94.35008894,88.06910937,6.647059,2.882353,1287.878788,1097.950281,465.7052391,27.88844622
3.5001E+11,112.3871568,81.48945617,120.3011974,4.952381,2.714286,177.0657673,1563.044376,356.8913809,0
3.5001E+11,107.3835127,97.73488785,105.934404,0,0,0,329.797551,583.2613237,0
3.5001E+11,78.31480311,114.2370341,83.63868567,5.083333,2.708333,952.3809524,775.225019,418.6095714,38.82195448
3.5001E+11,77.93615416,141.5040201,83.70126638,7.652174,3.347826,382.0598007,1115.771147,631.0189976,1.328903654
